cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21
12,-0.0009,0.0003,100,518.67,642.18,1579.01,1394.44,14.62,21.61,554.3,2387.99,9057.49,1.3,47.17,522.12,2388.01,8139.59,8.4032,0.03,390,2388,100,39,23.4151,518.67,642.23,1584.924,1399.404,14.62,21.61,554.268,2388.002,9057.804,1.3,47.116,522.184,2388,8138.202,8.39216,0.03,390.6,2388,100,39.022,23.4411,0,0.289136646,6.588010322,3.157226631,0,0,0.175982954,0.035637059,5.576305228,0,0.085906926,0.182838727,0.018708287,3.062526735,0.008125454,0,1.140175425,0,0,0.096540147,0.029130139
13,0.0042,-0.0001,100,518.67,642.06,1581.71,1397.1,14.62,21.61,554.25,2388.01,9059.26,1.3,47.23,522.66,2388.06,8140.13,8.3956,0.03,393,2388,100,38.89,23.5862,518.67,642.178,1584,1398.608,14.62,21.61,554.302,2387.992,9056.156,1.3,47.156,522.242,2388.016,8138,8.39174,0.03,391,2388,100,39.006,23.47508,0,0.292267001,6.665050637,3.130642107,0,0,0.144118007,0.017888544,2.174207902,0,0.082340755,0.277884868,0.028809721,2.845944483,0.007815881,0,1.58113883,0,0,0.112605506,0.067193802
14,-0.003,0.0001,100,518.67,641.66,1587.61,1398.61,14.62,21.61,554.4,2388.01,9057.46,1.3,47.31,522.8,2387.99,8140.72,8.3706,0.03,391,2388,100,38.99,23.4726,518.67,642.142,1584.504,1397.746,14.62,21.61,554.364,2388,9056.638,1.3,47.176,522.422,2388.018,8139.476,8.38798,0.03,391,2388,100,39.024,23.47448,0,0.349742763,6.860494151,2.05518369,0,0,0.084439327,0.014142136,2.134495256,0,0.107144762,0.292095875,0.025884358,1.340477527,0.012400484,0,1.58113883,0,0,0.097621719,0.067201391
15,0.0011,0.0001,100,518.67,642.49,1583.13,1391.64,14.62,21.61,554.4,2388.04,9057.39,1.3,47.19,522.33,2388.02,8135.72,8.3784,0.03,392,2388,100,39.06,23.4839,518.67,642.112,1582.116,1396.242,14.62,21.61,554.356,2388.006,9057.338,1.3,47.21,522.43,2388.018,8139.178,8.3862,0.03,391.6,2388,100,39.012,23.47746,0,0.299115362,3.53554522,3.196438643,0,0,0.077006493,0.023021729,1.482251666,0,0.063245553,0.288097206,0.025884358,1.982188185,0.013139254,0,1.140175425,0,0,0.085848704,0.067227993
16,0.0013,0,100,518.67,641.65,1585.84,1398.7,14.62,21.61,554.72,2388,9049.27,1.3,47.04,522.21,2388.02,8142.44,8.3947,0.03,392,2388,100,38.94,23.3974,518.67,642.008,1583.46,1396.098,14.62,21.61,554.414,2388.01,9056.174,1.3,47.188,522.424,2388.02,8139.72,8.3885,0.03,391.6,2388,100,38.976,23.47104,0,0.35842712,3.386030124,3.029326658,0,0,0.182975408,0.018708287,3.93868379,0,0.09859006,0.293308711,0.025495098,2.479082492,0.013484806,0,1.140175425,0,0,0.064265076,0.074131255
17,-0.0027,0.0005,100,518.67,642.13,1582.29,1401.29,14.62,21.61,554,2388.04,9054.63,1.3,47.11,522.56,2388.03,8133.96,8.4062,0.03,392,2388,100,39.11,23.3932,518.67,641.998,1584.116,1397.468,14.62,21.61,554.354,2388.02,9055.602,1.3,47.176,522.512,2388.024,8138.594,8.3891,0.03,392,2388,100,38.998,23.46666,0,0.353086392,2.513738252,3.589243653,0,0,0.261877834,0.018708287,3.907335409,0,0.104785495,0.240561842,0.025099801,3.584854251,0.014341897,0,0.707106781,0,0,0.08871302,0.078764891
18,0.0019,0.0004,100,518.67,641.76,1589.63,1392.85,14.62,21.61,553.69,2388.04,9054.25,1.3,47.06,522.75,2388.03,8134.16,8.4117,0.03,393,2388,100,39.02,23.5791,518.67,641.938,1585.7,1396.618,14.62,21.61,554.242,2388.026,9054.6,1.3,47.142,522.53,2388.018,8137.4,8.39232,0.03,392,2388,100,39.024,23.46524,0,0.365198576,3.055552323,4.156581528,0,0,0.400524656,0.019493589,3.335266106,0,0.110317723,0.257196423,0.016431677,3.923569803,0.017602755,0,0.707106781,0,0,0.06503845,0.076089572
19,-0.0011,0,100,518.67,642.18,1587.07,1399.25,14.62,21.61,554.14,2388.01,9055.95,1.3,47.32,522.08,2388.01,8135.21,8.4282,0.03,389,2388,100,39.03,23.4234,518.67,642.042,1585.592,1396.746,14.62,21.61,554.19,2388.026,9054.298,1.3,47.144,522.386,2388.022,8136.298,8.40384,0.03,391.6,2388,100,39.032,23.4554,0,0.339367058,2.979768447,4.242231724,0,0,0.391663121,0.019493589,3.069319143,0,0.114149025,0.269499536,0.0083666,3.509960114,0.018651354,0,1.516575089,0,0,0.062209324,0.078055717
20,0.0009,-0.0003,100,518.67,642.16,1592.08,1397.95,14.62,21.61,554.36,2388.05,9057.86,1.3,47.14,521.89,2388.03,8138.31,8.371,0.03,393,2388,100,39.08,23.476,518.67,641.976,1587.382,1398.008,14.62,21.61,554.182,2388.028,9054.392,1.3,47.134,522.298,2388.024,8136.816,8.40236,0.03,391.8,2388,100,39.036,23.45382,0,0.251057762,3.725865,3.138521945,0,0,0.386678161,0.021679483,3.192416013,0,0.111265448,0.351667457,0.008944272,3.593456553,0.021282692,0,1.643167673,0,0,0.06503845,0.077411898
21,-0.0041,-0.0003,100,518.67,642.43,1590.86,1405.43,14.62,21.61,554.3,2388.01,9057.22,1.3,47.09,521.99,2388.05,8137.42,8.4408,0.03,392,2388,100,39.01,23.4254,518.67,642.132,1588.386,1399.354,14.62,21.61,554.098,2388.03,9055.982,1.3,47.144,522.254,2388.03,8135.812,8.41158,0.03,391.8,2388,100,39.05,23.45942,0,0.239937492,3.879655913,4.608414044,0,0,0.267992537,0.018708287,1.572281781,0,0.102615788,0.378193072,0.014142136,1.95876747,0.026484562,0,1.643167673,0,0,0.043011626,0.073208756
2,-0.0031,0.0001,100,518.67,642.69,1587.64,1402.8,14.62,21.61,553.45,2388.09,9055.53,1.3,47.61,521.68,2388.15,8131.61,8.4412,0.03,394,2388,100,38.79,23.371,518.67,642.86,1588.245,1404.35,14.62,21.61,553.415,2388.13,9051.685,1.3,47.645,521.38,2388.145,8128.02,8.45645,0.03,393.5,2388,100,38.79,23.34695,0,0.240416306,0.855599205,2.192031022,0,0,0.049497475,0.056568542,5.437651147,0,0.049497475,0.424264069,0.007071068,5.077026689,0.021566757,0,0.707106781,0,0,0,0.034011836
3,-0.0024,-0.0002,100,518.67,642.56,1590.75,1403.3,14.62,21.61,552.79,2388.1,9054,1.3,47.54,521.37,2388.12,8132.46,8.4176,0.03,394,2388,100,38.87,23.3437,518.67,642.76,1589.08,1404,14.62,21.61,553.2066667,2388.12,9052.456667,1.3,47.61,521.3766667,2388.136667,8129.5,8.4435,0.03,393.6666667,2388,100,38.81666667,23.34586667,0,0.242693222,1.567705329,1.664331698,0,0,0.362537354,0.043588989,4.070679714,0,0.07,0.30005555,0.015275252,4.411269658,0.027123237,0,0.577350269,0,0,0.046188022,0.024123087
4,-0.0009,-0.0001,100,518.67,642.33,1587.59,1410.18,14.62,21.61,553.67,2388.13,9044.51,1.3,47.48,521.69,2388.18,8131.52,8.4113,0.03,393,2388,100,38.73,23.278,518.67,642.6525,1588.7075,1405.545,14.62,21.61,553.3225,2388.1225,9050.47,1.3,47.5775,521.455,2388.1475,8130.005,8.43545,0.03,393.5,2388,100,38.795,23.3289,0,0.29238958,1.481044114,3.375613524,0,0,0.375887838,0.035939764,5.180186612,0,0.086554414,0.290803485,0.025,3.7407174,0.027379859,0,0.577350269,0,0,0.057445626,0.039235443
5,0.003,0.0002,100,518.67,642.71,1590.78,1407.27,14.62,21.61,553.82,2388.15,9051.71,1.3,47.47,521.56,2388.13,8128.1,8.4297,0.03,394,2388,100,38.78,23.2464,518.67,642.664,1589.122,1405.89,14.62,21.61,553.422,2388.128,9050.718,1.3,47.556,521.476,2388.144,8129.624,8.4343,0.03,393.6,2388,100,38.792,23.3124,0,0.254519154,1.58245695,3.023441747,0,0,0.394296842,0.033466401,4.520317467,0,0.089050547,0.256183528,0.023021729,3.349705957,0.023850681,0,0.547722558,0,0,0.050199602,0.050157901
6,-0.0002,0,100,518.67,642.55,1592.45,1402.86,14.62,21.61,552.87,2388.09,9045.41,1.3,47.52,521.41,2388.08,8125.23,8.4464,0.03,393,2388,100,38.85,23.271,518.67,642.568,1589.842,1405.282,14.62,21.61,553.32,2388.112,9050.232,1.3,47.524,521.542,2388.132,8129.784,8.42924,0.03,393.6,2388,100,38.804,23.30202,0,0.151723433,2.146292152,3.312751123,0,0,0.467118829,0.026832816,5.011089702,0,0.055946403,0.148559752,0.037013511,3.044820192,0.01495871,0,0.547722558,0,0,0.056391489,0.052745256
7,-0.0031,-0.0004,100,518.67,642.69,1592.23,1407.25,14.62,21.61,552.91,2388.12,9053.34,1.3,47.69,521.31,2388.11,8125.77,8.4507,0.03,393,2388,100,38.56,23.2722,518.67,642.568,1590.76,1406.172,14.62,21.61,553.212,2388.118,9049.794,1.3,47.54,521.468,2388.124,8128.616,8.43114,0.03,393.4,2388,100,38.758,23.28226,0,0.151723433,1.940773042,3.067958605,0,0,0.491345093,0.023874673,4.502102842,0,0.088600226,0.154660919,0.036469165,3.280263709,0.017280712,0,0.547722558,0,0,0.123975804,0.036424415
8,0.0056,-0.0003,100,518.67,642.89,1590.62,1409.63,14.62,21.61,552.9,2388.13,9054.27,1.3,47.66,521.35,2388.17,8132.59,8.4183,0.03,394,2388,100,38.95,23.2828,518.67,642.634,1590.734,1407.438,14.62,21.61,553.234,2388.124,9049.848,1.3,47.564,521.464,2388.134,8128.642,8.43128,0.03,393.4,2388,100,38.774,23.27008,0,0.208518584,1.94181101,2.887259947,0,0,0.469712678,0.021908902,4.566324561,0,0.103585713,0.158050625,0.041593269,3.318639782,0.017145903,0,0.547722558,0,0,0.145361618,0.014058876
9,-0.0008,0.0003,100,518.67,642.9,1586.53,1410.39,14.62,21.61,553.12,2388.12,9044.04,1.3,47.5,521.49,2388.16,8124.42,8.4557,0.03,394,2388,100,38.61,23.3429,518.67,642.748,1590.522,1407.48,14.62,21.61,553.124,2388.122,9049.754,1.3,47.568,521.424,2388.13,8127.222,8.44016,0.03,393.6,2388,100,38.75,23.28306,0,0.147715944,2.379426401,2.938196726,0,0,0.401534556,0.021679483,4.706371214,0,0.099849887,0.101882285,0.036742346,3.298252568,0.015642826,0,0.547722558,0,0,0.163248277,0.036014691
10,0.0052,-0.0003,100,518.67,642.65,1593.89,1409.03,14.62,21.61,553.6,2388.11,9056.44,1.3,47.78,521.21,2388.1,8126.57,8.4563,0.03,394,2388,100,38.82,23.3468,518.67,642.736,1591.144,1407.832,14.62,21.61,553.08,2388.114,9050.7,1.3,47.63,521.354,2388.124,8126.916,8.44548,0.03,393.6,2388,100,38.758,23.30314,0,0.153883072,2.827946251,3.011265515,0,0,0.307164451,0.015165751,5.590210193,0,0.118321596,0.105261579,0.039115214,3.26725879,0.01571916,0,0.547722558,0,0,0.166042163,0.038376529
11,0.0004,0.0002,100,518.67,643.04,1589.22,1405.68,14.62,21.61,553.43,2388.1,9051.52,1.3,47.74,521.12,2388.14,8128.24,8.4175,0.03,395,2388,100,38.89,23.3806,518.67,642.834,1590.498,1408.396,14.62,21.61,553.192,2388.116,9051.922,1.3,47.674,521.296,2388.136,8127.518,8.4397,0.03,394,2388,100,38.766,23.32506,0,0.161647765,2.823945821,1.909890049,0,0,0.313480462,0.011401754,4.749307318,0,0.107610408,0.140641388,0.030495901,3.154293899,0.020020989,0,0.707106781,0,0,0.172423896,0.045977364
12,-0.0026,0.0005,100,518.67,642.71,1589.75,1402.48,14.62,21.61,553.3,2388.14,9051.09,1.3,47.45,520.95,2388.1,8132.71,8.4628,0.03,393,2388,100,38.86,23.3214,518.67,642.838,1590.002,1407.442,14.62,21.61,553.27,2388.12,9051.472,1.3,47.626,521.224,2388.134,8128.906,8.44212,0.03,394,2388,100,38.826,23.3349,0,0.157384879,2.656514634,3.306277363,0,0,0.271477439,0.015811388,4.6875548,0,0.145533501,0.207797979,0.032863353,3.676510574,0.022286139,0,0.707106781,0,0,0.12973049,0.036023465
13,-0.0003,0.0002,100,518.67,643.17,1591.85,1411.06,14.62,21.61,553.13,2388.13,9049.86,1.3,47.44,521.1,2388.14,8126.33,8.4234,0.03,392,2388,100,38.71,23.2398,518.67,642.894,1590.248,1407.728,14.62,21.61,553.316,2388.12,9050.59,1.3,47.582,521.174,2388.128,8127.654,8.44314,0.03,393.6,2388,100,38.778,23.3263,0,0.218471966,2.782035226,3.592334895,0,0,0.204279221,0.015811388,4.437702108,0,0.164681511,0.199824923,0.026832816,3.134219201,0.021003166,0,1.140175425,0,0,0.116060329,0.052798106
14,0.0006,-0.0001,100,518.67,642.71,1589.21,1409.66,14.62,21.61,552.75,2388.08,9046.65,1.3,47.35,521.57,2388.13,8132.63,8.4608,0.03,394,2388,100,38.56,23.3053,518.67,642.856,1590.784,1407.582,14.62,21.61,553.242,2388.112,9051.112,1.3,47.552,521.19,2388.122,8129.296,8.44416,0.03,393.6,2388,100,38.768,23.31878,0,0.233195197,2.047945312,3.469844377,0,0,0.324607455,0.023874673,3.536646717,0,0.194345054,0.232056028,0.020493902,3.166793331,0.021871511,0,1.140175425,0,0,0.134796142,0.052519634
15,-0.0002,-0.0003,100,518.67,643.19,1586.95,1415.05,14.62,21.61,553.31,2388.16,9052.67,1.3,47.52,521.49,2388.14,8133.39,8.404,0.03,394,2388,100,38.73,23.2958,518.67,642.964,1589.396,1408.786,14.62,21.61,553.184,2388.122,9050.358,1.3,47.5,521.246,2388.13,8130.66,8.4337,0.03,393.6,2388,100,38.75,23.30858,0,0.238914211,1.74613287,4.862754364,0,0,0.265103753,0.031937439,2.303729585,0,0.14713939,0.268942373,0.017320508,3.167869947,0.026607518,0,1.140175425,0,0,0.132098448,0.050635975
16,0.0051,0.0001,100,518.67,642.61,1585.11,1405.61,14.62,21.61,553.12,2388.12,9053.07,1.3,47.46,520.99,2388.08,8131.89,8.4164,0.03,394,2388,100,38.93,23.3462,518.67,642.878,1588.574,1408.772,14.62,21.61,553.122,2388.126,9050.668,1.3,47.444,521.22,2388.118,8131.39,8.43348,0.03,393.4,2388,100,38.758,23.3017,0,0.27878307,2.605586306,4.874019901,0,0,0.226649509,0.029664794,2.586159315,0,0.061073726,0.289654967,0.026832816,2.878089644,0.026778947,0,0.894427191,0,0,0.143422453,0.03952126
17,-0.0008,-0.0001,100,518.67,642.94,1590.4,1410.7,14.62,21.61,554.19,2388.17,9050.29,1.3,47.63,521.44,2388.11,8130.51,8.4677,0.03,394,2388,100,38.77,23.2141,518.67,642.924,1588.704,1410.416,14.62,21.61,553.3,2388.132,9050.508,1.3,47.48,521.318,2388.12,8130.95,8.43446,0.03,393.6,2388,100,38.74,23.28024,0,0.262640439,2.693655509,3.377814382,0,0,0.537587202,0.035637059,2.578259103,0,0.103682207,0.256456624,0.025495098,2.792740589,0.028173534,0,0.894427191,0,0,0.132664992,0.052987574
18,-0.0006,-0.0002,100,518.67,643.08,1587.97,1410.28,14.62,21.61,553.15,2388.13,9046.81,1.3,47.52,521.54,2388.1,8132.17,8.4542,0.03,394,2388,100,38.85,23.4037,518.67,642.906,1587.928,1410.26,14.62,21.61,553.304,2388.132,9049.898,1.3,47.496,521.406,2388.112,8132.118,8.44062,0.03,394,2388,100,38.768,23.31302,0,0.243987705,2.04044603,3.358593456,0,0,0.536078352,0.035637059,3.081577518,0,0.102127371,0.237760384,0.023874673,1.063071023,0.02851582,0,0,0,0,0.13935566,0.069758634
19,0.0016,0,100,518.67,642.28,1588.93,1406.56,14.62,21.61,553.85,2388.17,9046.79,1.3,47.41,521.77,2388.09,8130.35,8.4351,0.03,392,2388,100,38.78,23.1949,518.67,642.82,1587.872,1409.64,14.62,21.61,553.524,2388.15,9049.926,1.3,47.508,521.446,2388.104,8131.662,8.43548,0.03,393.6,2388,100,38.812,23.29094,0,0.372357355,1.999904998,3.759275196,0,0,0.474004219,0.023452079,3.045107551,0,0.08228001,0.284481985,0.023021729,1.259412561,0.026190399,0,0.894427191,0,0,0.078866977,0.087920663
20,-0.0012,0.0001,100,518.67,642.73,1587.11,1420.61,14.62,21.61,553.76,2388.07,9050.54,1.3,47.47,521.29,2388.17,8135.19,8.4827,0.03,393,2388,100,38.92,23.2388,518.67,642.728,1587.904,1410.752,14.62,21.61,553.614,2388.132,9049.5,1.3,47.498,521.406,2388.11,8132.022,8.45122,0.03,393.4,2388,100,38.85,23.27954,0,0.30962881,1.982669917,5.945979314,0,0,0.465864787,0.041472883,2.694011878,0,0.083486526,0.290740434,0.035355339,1.946617579,0.026190399,0,0.894427191,0,0,0.075166482,0.090781788
21,-0.001,-0.0001,100,518.67,643.35,1597.23,1415.42,14.62,21.61,552.75,2388.14,9052.71,1.3,47.38,521.51,2388.12,8127.97,8.3979,0.03,395,2388,100,38.69,23.3501,518.67,642.876,1590.328,1412.714,14.62,21.61,553.54,2388.136,9049.428,1.3,47.482,521.51,2388.118,8131.238,8.44752,0.03,393.6,2388,100,38.802,23.28032,0,0.402156686,4.047001359,5.420367146,0,0,0.579482528,0.040987803,2.577017656,0,0.09884331,0.174499284,0.031144823,2.668580147,0.032809633,0,1.140175425,0,0,0.087005747,0.09151154
22,0.0011,-0.0004,100,518.67,642.31,1591.53,1404.95,14.62,21.61,553.27,2388.14,9047.24,1.3,47.53,520.96,2388.06,8127.56,8.4311,0.03,392,2388,100,38.76,23.4096,518.67,642.75,1590.554,1411.564,14.62,21.61,553.356,2388.13,9048.818,1.3,47.462,521.414,2388.108,8130.648,8.4402,0.03,393.2,2388,100,38.8,23.31942,0,0.470053188,4.083415237,6.46398716,0,0,0.453960351,0.036742346,2.680852476,0,0.066105976,0.305499591,0.040865633,3.152081852,0.031226431,0,1.303840481,0,0,0.088034084,0.097700599
23,-0.0024,-0.0004,100,518.67,642.7,1594.49,1401.24,14.62,21.61,552.99,2388.17,9054.37,1.3,47.42,521.61,2388.12,8130.42,8.4518,0.03,393,2388,100,38.8,23.2279,518.67,642.674,1591.858,1409.756,14.62,21.61,553.324,2388.138,9050.33,1.3,47.442,521.428,2388.112,8130.298,8.43972,0.03,393,2388,100,38.79,23.28426,0,0.432585252,4.092984241,7.995694466,0,0,0.477158255,0.040865633,3.320760455,0,0.058906706,0.31419739,0.040865633,3.035847493,0.030974861,0,1.224744871,0,0,0.083666003,0.091204841
24,0.0009,-0.0003,100,518.67,642.5,1590.83,1406.22,14.62,21.61,552.91,2388.16,9053.69,1.3,47.43,521.53,2388.11,8133.12,8.4314,0.03,394,2388,100,38.87,23.33,518.67,642.718,1592.238,1409.688,14.62,21.61,553.136,2388.136,9051.71,1.3,47.446,521.38,2388.116,8130.852,8.43898,0.03,393.4,2388,100,38.808,23.31128,0,0.391752473,3.833134488,8.031037915,0,0,0.39645933,0.039115214,2.887291118,0,0.056833089,0.263058929,0.039115214,3.289828263,0.031156492,0,1.140175425,0,0,0.090388052,0.077022445
2,0.004,0.0004,100,518.67,642.24,1584.36,1395.22,14.62,21.6,554.72,2388.04,9065.4,1.3,47.22,523.16,2387.99,8138.39,8.3998,0.03,391,2388,100,38.96,23.2986,518.67,642.24,1584.67,1396.025,14.62,21.605,554.375,2388.025,9061.525,1.3,47.215,522.825,2388.01,8141.71,8.3958,0.03,390.5,2388,100,38.93,23.40465,0,0,0.438406204,1.138441918,0,0.007071068,0.487903679,0.021213203,5.480077554,0,0.007071068,0.473761543,0.028284271,4.695189027,0.005656854,0,0.707106781,0,0,0.042426407,0.149977348
3,0.0021,0.0003,100,518.67,642.09,1584.35,1397.91,14.62,21.61,554.19,2387.97,9066.69,1.3,47.16,521.7,2388,8142.27,8.3713,0.03,391,2388,100,39,23.2993,518.67,642.19,1584.563333,1396.653333,14.62,21.60666667,554.3133333,2388.006667,9063.246667,1.3,47.19666667,522.45,2388.006667,8141.896667,8.387633333,0.03,390.6666667,2388,100,38.95333333,23.36953333,0,0.08660254,0.360878558,1.353674013,0,0.005773503,0.361155553,0.035118846,4.889584168,0,0.032145503,0.730821456,0.02081666,3.335705822,0.014699773,0,0.577350269,0,0,0.05033223,0.122254421
4,0.0001,0.0005,100,518.67,642.01,1579.06,1400.32,14.62,21.61,554.09,2387.99,9059.67,1.3,47.08,522.57,2387.95,8142.49,8.3884,0.03,391,2388,100,39.01,23.4489,518.67,642.145,1583.1875,1397.57,14.62,21.6075,554.2575,2388.0025,9062.3525,1.3,47.1675,522.48,2387.9925,8142.045,8.387825,0.03,390.75,2388,100,38.9675,23.389375,0,0.114455231,2.767397996,2.140731962,0,0.005,0.315317301,0.029860788,4.374565693,0,0.063966137,0.599722158,0.033040379,2.73970193,0.012008435,0,0.5,0,0,0.049916597,0.107419097
5,0.0036,0.0004,100,518.67,641.84,1585.45,1398.53,14.62,21.61,554.38,2387.99,9067.52,1.3,47.06,522.2,2387.98,8148.44,8.3859,0.03,391,2388,100,38.98,23.3944,518.67,642.084,1583.64,1397.762,14.62,21.608,554.282,2388,9063.386,1.3,47.146,522.424,2387.99,8143.324,8.38744,0.03,390.8,2388,100,38.97,23.39038,0,0.168611981,2.601470738,1.902989753,0,0.004472136,0.278513913,0.026457513,4.437705488,0,0.073348483,0.534256493,0.029154759,3.716003229,0.010435181,0,0.447213595,0,0,0.043588989,0.093054806
6,0.0009,-0.0002,100,518.67,641.6,1577.55,1396.63,14.62,21.61,554.21,2387.99,9055.7,1.3,47.16,521.89,2388.01,8146.01,8.3591,0.03,390,2388,100,39.11,23.4429,518.67,641.956,1582.154,1397.722,14.62,21.608,554.318,2387.996,9062.996,1.3,47.136,522.304,2387.986,8143.52,8.3809,0.03,390.8,2388,100,39.012,23.37682,0,0.245825141,3.58197292,1.929396279,0,0.004472136,0.247729691,0.02607681,5.103560522,0,0.065421709,0.581059377,0.023021729,3.851843714,0.015857648,0,0.447213595,0,0,0.058051701,0.074160077
7,-0.0042,0.0004,100,518.67,641.96,1581.63,1401.66,14.62,21.6,553.82,2388,9063.57,1.3,47.02,522.13,2388.01,8142.59,8.3696,0.03,392,2388,100,38.87,23.4763,518.67,641.9,1581.608,1399.01,14.62,21.608,554.138,2387.988,9062.63,1.3,47.096,522.098,2387.99,8144.36,8.37486,0.03,391,2388,100,38.994,23.41236,0,0.19065676,3.36302245,1.990188433,0,0.004472136,0.206082508,0.010954451,4.95140889,0,0.062289646,0.330106044,0.025495098,2.755303976,0.01218536,0,0.707106781,0,0,0.085615419,0.069751903
8,0.0003,0.0004,100,518.67,641.91,1581.19,1395.91,14.62,21.61,554.74,2388.03,9059.89,1.3,47.01,522.11,2387.98,8144.77,8.4009,0.03,391,2388,100,38.96,23.443,518.67,641.864,1580.976,1398.61,14.62,21.608,554.248,2388,9061.27,1.3,47.066,522.18,2387.986,8144.86,8.38078,0.03,391,2388,100,38.986,23.4411,0,0.160405736,2.995777028,2.420919247,0,0.004472136,0.342447076,0.017320508,4.467711942,0,0.059833101,0.246981781,0.025099801,2.495836533,0.016462898,0,0.707106781,0,0,0.086775573,0.029528038
9,-0.0025,-0.0002,100,518.67,642.39,1584.46,1396.13,14.62,21.61,554.5,2387.99,9071.35,1.3,47.15,522.74,2387.97,8145.61,8.4148,0.03,392,2388,100,39.1,23.3631,518.67,641.94,1582.056,1397.772,14.62,21.608,554.33,2388,9063.606,1.3,47.08,522.214,2387.99,8145.484,8.38606,0.03,391.2,2388,100,39.004,23.42394,0,0.286966897,3.103784786,2.406162921,0,0.004472136,0.34423829,0.017320508,6.156373121,0,0.071063352,0.316117067,0.018708287,2.116336457,0.022605375,0,0.836660027,0,0,0.101143462,0.044828707
10,0.0014,-0.0001,100,518.67,642.14,1579.37,1394.44,14.62,21.61,553.99,2388.03,9054.61,1.3,47.27,522.84,2387.96,8150.38,8.3762,0.03,391,2388,100,38.94,23.3957,518.67,642,1580.84,1396.954,14.62,21.608,554.252,2388.008,9061.024,1.3,47.122,522.342,2387.986,8145.872,8.38412,0.03,391.2,2388,100,38.996,23.4242,0,0.292147223,2.590173739,2.754111472,0,0.004472136,0.373054956,0.020493902,6.780094395,0,0.108489631,0.421153179,0.023021729,2.845860151,0.023034691,0,0.836660027,0,0,0.105023807,0.044617822
11,-0.0006,0,100,518.67,641.36,1582.87,1403.9,14.62,21.6,554.43,2387.99,9070.19,1.3,47.16,522.47,2387.99,8147.42,8.435,0.03,392,2388,100,38.82,23.4143,518.67,641.952,1581.904,1398.408,14.62,21.606,554.296,2388.008,9063.922,1.3,47.122,522.458,2387.982,8146.154,8.3993,0.03,391.6,2388,100,38.938,23.41848,0,0.380617919,1.902125127,4.12043323,0,0.005477226,0.37977625,0.020493902,7.027753553,0,0.108489631,0.337001484,0.019235384,2.931523495,0.027078589,0,0.547722558,0,0,0.106395489,0.043438831
12,0.0011,0,100,518.67,642.26,1580.99,1394.07,14.62,21.61,554.33,2388.01,9060.03,1.3,47.14,522.65,2388,8145.21,8.3998,0.03,392,2388,100,39.11,23.459,518.67,642.012,1581.776,1396.89,14.62,21.608,554.398,2388.01,9063.214,1.3,47.146,522.562,2387.98,8146.678,8.40534,0.03,391.6,2388,100,38.986,23.41502,0,0.405055552,1.94619629,4.019732578,0,0.004472136,0.273623829,0.02,7.246977301,0,0.092357999,0.287001742,0.015811388,2.301710234,0.021614532,0,0.547722558,0,0,0.12116105,0.038034813
13,-0.0041,0,100,518.67,642.3,1581.8,1394.13,14.62,21.61,554.2,2387.99,9053.45,1.3,47.25,522.63,2388,8139.45,8.4064,0.03,391,2388,100,38.94,23.4752,518.67,642.09,1581.898,1396.534,14.62,21.608,554.29,2388.002,9061.926,1.3,47.194,522.666,2387.984,8145.614,8.40644,0.03,391.6,2388,100,38.982,23.42146,0,0.417851648,1.919210775,4.202871637,0,0.004472136,0.202113829,0.017888544,8.456753514,0,0.061073726,0.137586337,0.018165902,4.004201543,0.021471563,0,0.547722558,0,0,0.12255611,0.045874753
14,-0.0016,-0.0004,100,518.67,642.01,1582.26,1394.42,14.62,21.61,554.44,2387.98,9060.31,1.3,47.17,522.31,2388.01,8144.7,8.3571,0.03,392,2388,100,39.13,23.4963,518.67,642.014,1581.458,1396.192,14.62,21.608,554.278,2388,9059.718,1.3,47.198,522.58,2387.992,8145.432,8.3949,0.03,391.6,2388,100,38.988,23.4481,0,0.382727057,1.353946085,4.312118969,0,0.004472136,0.187803088,0.02,6.623633444,0,0.058051701,0.2,0.019235384,4.025055279,0.029760712,0,0.547722558,0,0,0.130268953,0.042025766
